[2025-08-05T08:15:01.243+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-08-05T08:25:30.153+0000] {History_Min.py:52} INFO - ✅ Đã lưu PSH
[2025-08-05T08:25:30.194+0000] {History_Min.py:52} INFO - ✅ Đã lưu PTB
[2025-08-05T08:25:33.017+0000] {History_Min.py:52} INFO - ✅ Đã lưu PTL
[2025-08-05T08:25:36.643+0000] {History_Min.py:52} INFO - ✅ Đã lưu PVP
[2025-08-05T08:25:41.676+0000] {History_Min.py:52} INFO - ✅ Đã lưu PVT
[2025-08-05T08:25:45.024+0000] {History_Min.py:52} INFO - ✅ Đã lưu QNP
[2025-08-05T08:25:45.626+0000] {History_Min.py:52} INFO - ✅ Đã lưu PVD
[2025-08-05T08:25:46.034+0000] {History_Min.py:52} INFO - ✅ Đã lưu QCG
[2025-08-05T08:25:48.745+0000] {History_Min.py:52} INFO - ✅ Đã lưu RAL
[2025-08-05T08:25:51.592+0000] {History_Min.py:52} INFO - ✅ Đã lưu RYG
[2025-08-05T08:25:51.839+0000] {History_Min.py:52} INFO - ✅ Đã lưu RDP
[2025-08-05T08:25:54.216+0000] {History_Min.py:52} INFO - ✅ Đã lưu S4A
[2025-08-05T08:25:55.675+0000] {History_Min.py:52} INFO - ✅ Đã lưu REE
[2025-08-05T08:26:01.226+0000] {History_Min.py:52} INFO - ✅ Đã lưu SAV
[2025-08-05T08:26:02.965+0000] {History_Min.py:52} INFO - ✅ Đã lưu SAM
[2025-08-05T08:26:03.057+0000] {History_Min.py:52} INFO - ✅ Đã lưu SAB
[2025-08-05T08:26:04.104+0000] {History_Min.py:52} INFO - ✅ Đã lưu SBA
[2025-08-05T08:26:06.950+0000] {History_Min.py:52} INFO - ✅ Đã lưu SBV
[2025-08-05T08:26:08.639+0000] {History_Min.py:52} INFO - ✅ Đã lưu SBG
[2025-08-05T08:26:09.417+0000] {History_Min.py:52} INFO - ✅ Đã lưu SC5
[2025-08-05T08:26:18.027+0000] {History_Min.py:52} INFO - ✅ Đã lưu SCR
[2025-08-05T08:26:18.187+0000] {History_Min.py:52} INFO - ✅ Đã lưu SCS
[2025-08-05T08:26:19.419+0000] {History_Min.py:52} INFO - ✅ Đã lưu SBT
[2025-08-05T08:26:20.597+0000] {History_Min.py:52} INFO - ✅ Đã lưu SFC
[2025-08-05T08:26:21.175+0000] {History_Min.py:52} INFO - ✅ Đã lưu SFG
[2025-08-05T08:26:22.203+0000] {History_Min.py:52} INFO - ✅ Đã lưu SFI
[2025-08-05T08:26:24.318+0000] {History_Min.py:52} INFO - ✅ Đã lưu SGN
[2025-08-05T08:26:27.077+0000] {History_Min.py:52} INFO - ✅ Đã lưu SGT
[2025-08-05T08:26:27.587+0000] {History_Min.py:52} INFO - ✅ Đã lưu SGR
[2025-08-05T08:26:27.636+0000] {History_Min.py:52} INFO - ✅ Đã lưu SHA
[2025-08-05T08:26:30.647+0000] {History_Min.py:52} INFO - ✅ Đã lưu SHP
[2025-08-05T08:26:30.919+0000] {History_Min.py:52} INFO - ✅ Đã lưu SHI
[2025-08-05T08:26:37.128+0000] {History_Min.py:52} INFO - ✅ Đã lưu SJD
[2025-08-05T08:26:39.393+0000] {History_Min.py:52} INFO - ✅ Đã lưu SIP
[2025-08-05T08:26:40.006+0000] {History_Min.py:52} INFO - ✅ Đã lưu SHB
[2025-08-05T08:26:42.271+0000] {History_Min.py:52} INFO - ✅ Đã lưu SJS
[2025-08-05T08:26:42.704+0000] {History_Min.py:52} INFO - ✅ Đã lưu SMA
[2025-08-05T08:26:44.905+0000] {History_Min.py:52} INFO - ✅ Đã lưu SKG
[2025-08-05T08:26:45.458+0000] {History_Min.py:52} INFO - ✅ Đã lưu SMB
[2025-08-05T08:26:47.733+0000] {History_Min.py:52} INFO - ✅ Đã lưu SPM
[2025-08-05T08:26:48.537+0000] {History_Min.py:52} INFO - ✅ Đã lưu SRC
[2025-08-05T08:26:49.383+0000] {History_Min.py:52} INFO - ✅ Đã lưu SMC
[2025-08-05T08:26:50.875+0000] {History_Min.py:52} INFO - ✅ Đã lưu SRF
[2025-08-05T08:26:51.941+0000] {History_Min.py:52} INFO - ✅ Đã lưu SSC
[2025-08-05T08:26:55.263+0000] {History_Min.py:52} INFO - ✅ Đã lưu SSB
[2025-08-05T08:26:58.128+0000] {History_Min.py:52} INFO - ✅ Đã lưu ST8
[2025-08-05T08:27:00.774+0000] {History_Min.py:52} INFO - ✅ Đã lưu STG
[2025-08-05T08:27:03.707+0000] {History_Min.py:52} INFO - ✅ Đã lưu STB
[2025-08-05T08:27:06.606+0000] {History_Min.py:52} INFO - ✅ Đã lưu SSI
[2025-08-05T08:27:06.755+0000] {History_Min.py:52} INFO - ✅ Đã lưu SVC
[2025-08-05T08:27:07.064+0000] {History_Min.py:52} INFO - ✅ Đã lưu STK
[2025-08-05T08:27:09.348+0000] {History_Min.py:52} INFO - ✅ Đã lưu SVI
[2025-08-05T08:27:10.268+0000] {History_Min.py:52} INFO - ✅ Đã lưu SVT
[2025-08-05T08:27:10.451+0000] {History_Min.py:52} INFO - ✅ Đã lưu SVD
[2025-08-05T08:27:13.090+0000] {History_Min.py:52} INFO - ✅ Đã lưu TBC
[2025-08-05T08:27:13.516+0000] {History_Min.py:52} INFO - ✅ Đã lưu SZL
[2025-08-05T08:27:19.723+0000] {History_Min.py:52} INFO - ✅ Đã lưu TCD
[2025-08-05T08:27:22.436+0000] {History_Min.py:52} INFO - ✅ Đã lưu SZC
[2025-08-05T08:27:27.389+0000] {History_Min.py:52} INFO - ✅ Đã lưu TCB
[2025-08-05T08:27:29.108+0000] {History_Min.py:52} INFO - ✅ Đã lưu TCI
[2025-08-05T08:27:32.203+0000] {History_Min.py:52} INFO - ✅ Đã lưu TCL
[2025-08-05T08:27:33.923+0000] {History_Min.py:52} INFO - ✅ Đã lưu TCH
[2025-08-05T08:27:37.315+0000] {History_Min.py:52} INFO - ✅ Đã lưu TCR
[2025-08-05T08:27:38.514+0000] {History_Min.py:52} INFO - ✅ Đã lưu TCO
[2025-08-05T08:27:39.692+0000] {History_Min.py:52} INFO - ✅ Đã lưu TCM
[2025-08-05T08:27:40.525+0000] {History_Min.py:52} INFO - ✅ Đã lưu TCT
[2025-08-05T08:27:45.624+0000] {History_Min.py:52} INFO - ✅ Đã lưu TDG
[2025-08-05T08:27:46.819+0000] {History_Min.py:52} INFO - ✅ Đã lưu TDC
[2025-08-05T08:27:48.226+0000] {History_Min.py:52} INFO - ✅ Đã lưu TDH
[2025-08-05T08:27:49.112+0000] {History_Min.py:52} INFO - ✅ Đã lưu TDM
[2025-08-05T08:27:50.187+0000] {History_Min.py:52} INFO - ✅ Đã lưu TDP
[2025-08-05T08:27:50.780+0000] {History_Min.py:52} INFO - ✅ Đã lưu TDW
[2025-08-05T08:27:53.508+0000] {History_Min.py:52} INFO - ✅ Đã lưu TEG
[2025-08-05T08:27:55.468+0000] {History_Min.py:52} INFO - ✅ Đã lưu THG
[2025-08-05T08:27:56.252+0000] {History_Min.py:52} INFO - ✅ Đã lưu TIX
[2025-08-05T08:27:57.339+0000] {History_Min.py:52} INFO - ✅ Đã lưu TIP
[2025-08-05T08:28:02.414+0000] {History_Min.py:52} INFO - ✅ Đã lưu TLD
[2025-08-05T08:28:03.925+0000] {History_Min.py:52} INFO - ✅ Đã lưu TLG
[2025-08-05T08:28:05.120+0000] {History_Min.py:52} INFO - ✅ Đã lưu TLH
[2025-08-05T08:28:05.405+0000] {History_Min.py:52} INFO - ✅ Đã lưu TMP
[2025-08-05T08:28:06.847+0000] {History_Min.py:52} INFO - ✅ Đã lưu TMS
[2025-08-05T08:28:08.531+0000] {History_Min.py:52} INFO - ✅ Đã lưu TN1
[2025-08-05T08:28:08.849+0000] {History_Min.py:52} INFO - ✅ Đã lưu TMT
[2025-08-05T08:28:09.514+0000] {History_Min.py:52} INFO - ✅ Đã lưu TNC
[2025-08-05T08:28:16.460+0000] {History_Min.py:52} INFO - ✅ Đã lưu TNI
[2025-08-05T08:28:17.748+0000] {History_Min.py:52} INFO - ✅ Đã lưu TNT
[2025-08-05T08:28:17.769+0000] {History_Min.py:52} INFO - ✅ Đã lưu TNH
[2025-08-05T08:28:20.575+0000] {History_Min.py:52} INFO - ✅ Đã lưu TPC
[2025-08-05T08:28:20.793+0000] {History_Min.py:52} INFO - ✅ Đã lưu TRA
[2025-08-05T08:28:26.037+0000] {History_Min.py:52} INFO - ✅ Đã lưu TRC
[2025-08-05T08:28:28.675+0000] {History_Min.py:52} INFO - ✅ Đã lưu TSC
[2025-08-05T08:28:29.659+0000] {History_Min.py:52} INFO - ✅ Đã lưu TPB
[2025-08-05T08:28:31.332+0000] {History_Min.py:52} INFO - ✅ Đã lưu TTE
[2025-08-05T08:28:32.205+0000] {History_Min.py:52} INFO - ✅ Đã lưu TTA
[2025-08-05T08:28:37.193+0000] {History_Min.py:52} INFO - ✅ Đã lưu TTF
[2025-08-05T08:28:39.853+0000] {History_Min.py:52} INFO - ✅ Đã lưu TV2
[2025-08-05T08:28:40.195+0000] {History_Min.py:52} INFO - ✅ Đã lưu TVB
[2025-08-05T08:28:42.635+0000] {History_Min.py:52} INFO - ✅ Đã lưu TVS
[2025-08-05T08:28:43.060+0000] {History_Min.py:52} INFO - ✅ Đã lưu TVT
[2025-08-05T08:28:43.390+0000] {History_Min.py:52} INFO - ✅ Đã lưu TYA
[2025-08-05T08:28:45.485+0000] {History_Min.py:52} INFO - ✅ Đã lưu UIC
[2025-08-05T08:28:45.826+0000] {History_Min.py:52} INFO - ✅ Đã lưu VAF
[2025-08-05T08:28:46.589+0000] {History_Min.py:52} INFO - ✅ Đã lưu VCA
[2025-08-05T08:28:48.595+0000] {History_Min.py:52} INFO - ✅ Đã lưu VCF
[2025-08-05T08:28:51.919+0000] {History_Min.py:52} INFO - ✅ Đã lưu VCB
[2025-08-05T08:28:54.852+0000] {History_Min.py:52} INFO - ✅ Đã lưu VDP
[2025-08-05T08:28:56.370+0000] {History_Min.py:52} INFO - ✅ Đã lưu VCG
[2025-08-05T08:29:02.244+0000] {History_Min.py:52} INFO - ✅ Đã lưu VFG
[2025-08-05T08:29:03.692+0000] {History_Min.py:52} INFO - ✅ Đã lưu VCI
[2025-08-05T08:29:05.501+0000] {History_Min.py:52} INFO - ✅ Đã lưu VDS
[2025-08-05T08:29:08.673+0000] {History_Min.py:52} INFO - ✅ Đã lưu VGC
[2025-08-05T08:29:11.860+0000] {History_Min.py:52} INFO - ✅ Đã lưu VHM
[2025-08-05T08:29:18.165+0000] {History_Min.py:52} INFO - ✅ Đã lưu VIB
[2025-08-05T08:29:18.769+0000] {History_Min.py:52} INFO - ✅ Đã lưu VHC
[2025-08-05T08:29:21.232+0000] {History_Min.py:52} INFO - ✅ Đã lưu VID
[2025-08-05T08:29:25.442+0000] {History_Min.py:52} INFO - ✅ Đã lưu VIP
[2025-08-05T08:29:26.756+0000] {History_Min.py:52} INFO - ✅ Đã lưu VIC
[2025-08-05T08:29:30.099+0000] {History_Min.py:52} INFO - ✅ Đã lưu VMD
[2025-08-05T08:29:33.593+0000] {History_Min.py:52} INFO - ✅ Đã lưu VIX
[2025-08-05T08:29:40.480+0000] {History_Min.py:52} INFO - ✅ Đã lưu VJC
[2025-08-05T08:29:41.670+0000] {History_Min.py:52} INFO - ✅ Đã lưu VND
[2025-08-05T08:29:42.132+0000] {History_Min.py:52} INFO - ✅ Đã lưu VNE
[2025-08-05T08:29:43.554+0000] {History_Min.py:52} INFO - ✅ Đã lưu VNG
[2025-08-05T08:29:45.120+0000] {History_Min.py:52} INFO - ✅ Đã lưu VNL
[2025-08-05T08:29:47.066+0000] {History_Min.py:52} INFO - ✅ Đã lưu VNS
[2025-08-05T08:29:54.048+0000] {History_Min.py:52} INFO - ✅ Đã lưu VOS
[2025-08-05T08:29:55.663+0000] {History_Min.py:52} INFO - ✅ Đã lưu VPB
[2025-08-05T08:29:56.837+0000] {History_Min.py:52} INFO - ✅ Đã lưu VNM
[2025-08-05T08:29:57.237+0000] {History_Min.py:52} INFO - ✅ Đã lưu VPD
[2025-08-05T08:30:04.313+0000] {History_Min.py:52} INFO - ✅ Đã lưu VPG
[2025-08-05T08:30:05.107+0000] {History_Min.py:52} INFO - ✅ Đã lưu VPH
[2025-08-05T08:30:06.064+0000] {History_Min.py:52} INFO - ✅ Đã lưu VPI
[2025-08-05T08:30:07.073+0000] {History_Min.py:52} INFO - ✅ Đã lưu VPS
[2025-08-05T08:30:09.085+0000] {History_Min.py:52} INFO - ✅ Đã lưu VRC
[2025-08-05T08:30:12.298+0000] {History_Min.py:52} INFO - ✅ Đã lưu VSH
[2025-08-05T08:30:15.230+0000] {History_Min.py:52} INFO - ✅ Đã lưu VSI
[2025-08-05T08:30:16.934+0000] {History_Min.py:52} INFO - ✅ Đã lưu VSC
[2025-08-05T08:30:18.444+0000] {History_Min.py:52} INFO - ✅ Đã lưu VTB
[2025-08-05T08:30:20.198+0000] {History_Min.py:52} INFO - ✅ Đã lưu VRE
[2025-08-05T08:30:23.873+0000] {History_Min.py:52} INFO - ✅ Đã lưu YBM
[2025-08-05T08:30:24.003+0000] {History_Min.py:52} INFO - ✅ Đã lưu VTO
[2025-08-05T08:30:27.178+0000] {History_Min.py:52} INFO - ✅ Đã lưu VTP
[2025-08-05T08:30:31.491+0000] {History_Min.py:52} INFO - ✅ Đã lưu YEG
[2025-08-05T08:30:34.180+0000] {History_Min.py:52} INFO - ✅ Đã lưu ADC
[2025-08-05T08:30:34.258+0000] {History_Min.py:52} INFO - ✅ Đã lưu ALT
[2025-08-05T08:30:36.917+0000] {History_Min.py:52} INFO - ✅ Đã lưu AMC
[2025-08-05T08:30:37.136+0000] {History_Min.py:52} INFO - ✅ Đã lưu AME
[2025-08-05T08:30:38.805+0000] {History_Min.py:52} INFO - ✅ Đã lưu AAV
[2025-08-05T08:30:44.344+0000] {History_Min.py:52} INFO - ✅ Đã lưu AMV
[2025-08-05T08:30:45.969+0000] {History_Min.py:52} INFO - ✅ Đã lưu API
[2025-08-05T08:30:46.989+0000] {History_Min.py:52} INFO - ✅ Đã lưu ARM
[2025-08-05T08:30:47.197+0000] {History_Min.py:52} INFO - ✅ Đã lưu APS
[2025-08-05T08:30:48.636+0000] {History_Min.py:52} INFO - ✅ Đã lưu ATS
[2025-08-05T08:30:50.063+0000] {History_Min.py:52} INFO - ✅ Đã lưu BAX
[2025-08-05T08:30:50.494+0000] {History_Min.py:52} INFO - ✅ Đã lưu BAB
[2025-08-05T08:30:51.225+0000] {History_Min.py:52} INFO - ✅ Đã lưu BBS
[2025-08-05T08:30:53.133+0000] {History_Min.py:52} INFO - ✅ Đã lưu BCF
[2025-08-05T08:30:53.903+0000] {History_Min.py:52} INFO - ✅ Đã lưu BDB
[2025-08-05T08:30:55.663+0000] {History_Min.py:52} INFO - ✅ Đã lưu BCC
[2025-08-05T08:30:55.704+0000] {History_Min.py:52} INFO - ✅ Đã lưu BED
[2025-08-05T08:30:57.656+0000] {History_Min.py:52} INFO - ✅ Đã lưu BKC
[2025-08-05T08:30:58.287+0000] {History_Min.py:52} INFO - ✅ Đã lưu BPC
[2025-08-05T08:31:00.305+0000] {History_Min.py:52} INFO - ✅ Đã lưu BSC
[2025-08-05T08:31:00.460+0000] {History_Min.py:52} INFO - ✅ Đã lưu BNA
[2025-08-05T08:31:00.969+0000] {History_Min.py:52} INFO - ✅ Đã lưu BST
[2025-08-05T08:31:03.058+0000] {History_Min.py:52} INFO - ✅ Đã lưu BTW
[2025-08-05T08:31:03.589+0000] {History_Min.py:52} INFO - ✅ Đã lưu BTS
[2025-08-05T08:31:06.026+0000] {History_Min.py:52} INFO - ✅ Đã lưu BXH
[2025-08-05T08:31:08.914+0000] {History_Min.py:52} INFO - ✅ Đã lưu BVS
[2025-08-05T08:31:09.801+0000] {History_Min.py:52} INFO - ✅ Đã lưu CAG
[2025-08-05T08:31:11.058+0000] {History_Min.py:52} INFO - ✅ Đã lưu C69
[2025-08-05T08:31:11.479+0000] {History_Min.py:52} INFO - ✅ Đã lưu CAN
[2025-08-05T08:31:13.988+0000] {History_Min.py:52} INFO - ✅ Đã lưu CAR
[2025-08-05T08:31:14.471+0000] {History_Min.py:52} INFO - ✅ Đã lưu CCR
[2025-08-05T08:31:14.772+0000] {History_Min.py:52} INFO - ✅ Đã lưu CAP
[2025-08-05T08:31:17.577+0000] {History_Min.py:52} INFO - ✅ Đã lưu CDN
[2025-08-05T08:31:17.866+0000] {History_Min.py:52} INFO - ✅ Đã lưu CET
[2025-08-05T08:31:20.468+0000] {History_Min.py:52} INFO - ✅ Đã lưu CJC
[2025-08-05T08:31:21.075+0000] {History_Min.py:52} INFO - ✅ Đã lưu CIA
[2025-08-05T08:31:21.596+0000] {History_Min.py:52} INFO - ✅ Đã lưu CEO
[2025-08-05T08:31:22.964+0000] {History_Min.py:52} INFO - ✅ Đã lưu CKV
[2025-08-05T08:31:24.125+0000] {History_Min.py:52} INFO - ✅ Đã lưu CLH
[2025-08-05T08:31:24.255+0000] {History_Min.py:52} INFO - ✅ Đã lưu CLM
[2025-08-05T08:31:25.556+0000] {History_Min.py:52} INFO - ✅ Đã lưu CMC
[2025-08-05T08:31:26.871+0000] {History_Min.py:52} INFO - ✅ Đã lưu CPC
[2025-08-05T08:31:30.549+0000] {History_Min.py:52} INFO - ✅ Đã lưu CMS
[2025-08-05T08:31:32.901+0000] {History_Min.py:52} INFO - ✅ Đã lưu CSC
[2025-08-05T08:31:32.960+0000] {History_Min.py:52} INFO - ✅ Đã lưu CST
[2025-08-05T08:31:33.177+0000] {History_Min.py:52} INFO - ✅ Đã lưu CTB
[2025-08-05T08:31:35.299+0000] {History_Min.py:52} INFO - ✅ Đã lưu CTT
[2025-08-05T08:31:36.765+0000] {History_Min.py:52} INFO - ✅ Đã lưu CVN
[2025-08-05T08:31:37.452+0000] {History_Min.py:52} INFO - ✅ Đã lưu CTP
[2025-08-05T08:31:37.809+0000] {History_Min.py:52} INFO - ✅ Đã lưu CX8
[2025-08-05T08:31:39.303+0000] {History_Min.py:52} INFO - ✅ Đã lưu D11
[2025-08-05T08:31:39.965+0000] {History_Min.py:52} INFO - ✅ Đã lưu DAD
[2025-08-05T08:31:40.296+0000] {History_Min.py:52} INFO - ✅ Đã lưu DAE
[2025-08-05T08:31:41.985+0000] {History_Min.py:52} INFO - ✅ Đã lưu DC2
[2025-08-05T08:31:42.725+0000] {History_Min.py:52} INFO - ✅ Đã lưu DHP
[2025-08-05T08:31:46.420+0000] {History_Min.py:52} INFO - ✅ Đã lưu DIH
[2025-08-05T08:31:46.654+0000] {History_Min.py:52} INFO - ✅ Đã lưu DDG
[2025-08-05T08:31:47.577+0000] {History_Min.py:52} INFO - ✅ Đã lưu DHT
[2025-08-05T08:31:49.086+0000] {History_Min.py:52} INFO - ✅ Đã lưu DNC
[2025-08-05T08:31:50.379+0000] {History_Min.py:52} INFO - ✅ Đã lưu DNP
[2025-08-05T08:31:53.140+0000] {History_Min.py:52} INFO - ✅ Đã lưu DL1
[2025-08-05T08:31:53.141+0000] {History_Min.py:52} INFO - ✅ Đã lưu DP3
[2025-08-05T08:31:53.368+0000] {History_Min.py:52} INFO - ✅ Đã lưu DS3
[2025-08-05T08:31:56.673+0000] {History_Min.py:52} INFO - ✅ Đã lưu DTG
[2025-08-05T08:31:57.861+0000] {History_Min.py:52} INFO - ✅ Đã lưu DST
[2025-08-05T08:31:59.618+0000] {History_Min.py:52} INFO - ✅ Đã lưu DTD
[2025-08-05T08:31:59.727+0000] {History_Min.py:52} INFO - ✅ Đã lưu DTK
[2025-08-05T08:32:02.364+0000] {History_Min.py:52} INFO - ✅ Đã lưu EBS
[2025-08-05T08:32:04.277+0000] {History_Min.py:52} INFO - ✅ Đã lưu DVM
[2025-08-05T08:32:04.973+0000] {History_Min.py:52} INFO - ✅ Đã lưu ECI
[2025-08-05T08:32:06.568+0000] {History_Min.py:52} INFO - ✅ Đã lưu DXP
[2025-08-05T08:32:07.104+0000] {History_Min.py:52} INFO - ✅ Đã lưu EID
[2025-08-05T08:32:09.940+0000] {History_Min.py:52} INFO - ✅ Đã lưu GDW
[2025-08-05T08:32:10.703+0000] {History_Min.py:52} INFO - ✅ Đã lưu FID
[2025-08-05T08:32:11.065+0000] {History_Min.py:52} INFO - ✅ Đã lưu EVS
[2025-08-05T08:32:12.635+0000] {History_Min.py:52} INFO - ✅ Đã lưu GIC
[2025-08-05T08:32:13.726+0000] {History_Min.py:52} INFO - ✅ Đã lưu GLT
[2025-08-05T08:32:14.999+0000] {History_Min.py:52} INFO - ✅ Đã lưu GMA
[2025-08-05T08:32:15.498+0000] {History_Min.py:52} INFO - ✅ Đã lưu GKM
[2025-08-05T08:32:16.295+0000] {History_Min.py:52} INFO - ✅ Đã lưu GMX
[2025-08-05T08:32:17.396+0000] {History_Min.py:52} INFO - ✅ Đã lưu HAD
[2025-08-05T08:32:17.949+0000] {History_Min.py:52} INFO - ✅ Đã lưu HAT
[2025-08-05T08:32:20.461+0000] {History_Min.py:52} INFO - ✅ Đã lưu HCC
[2025-08-05T08:32:20.585+0000] {History_Min.py:52} INFO - ✅ Đã lưu HCT
[2025-08-05T08:32:20.780+0000] {History_Min.py:52} INFO - ✅ Đã lưu HBS
[2025-08-05T08:32:22.949+0000] {History_Min.py:52} INFO - ✅ Đã lưu HEV
[2025-08-05T08:32:23.518+0000] {History_Min.py:52} INFO - ✅ Đã lưu HDA
[2025-08-05T08:32:23.768+0000] {History_Min.py:52} INFO - ✅ Đã lưu HGM
[2025-08-05T08:32:25.334+0000] {History_Min.py:52} INFO - ✅ Đã lưu HHC
[2025-08-05T08:32:26.012+0000] {History_Min.py:52} INFO - ✅ Đã lưu HJS
[2025-08-05T08:32:26.313+0000] {History_Min.py:52} INFO - ✅ Đã lưu HKT
[2025-08-05T08:32:27.994+0000] {History_Min.py:52} INFO - ✅ Đã lưu HLC
[2025-08-05T08:32:28.929+0000] {History_Min.py:52} INFO - ✅ Đã lưu HMH
[2025-08-05T08:32:29.791+0000] {History_Min.py:52} INFO - ✅ Đã lưu HLD
[2025-08-05T08:32:32.386+0000] {History_Min.py:52} INFO - ✅ Đã lưu HTC
[2025-08-05T08:32:32.527+0000] {History_Min.py:52} INFO - ✅ Đã lưu HOM
[2025-08-05T08:32:32.905+0000] {History_Min.py:52} INFO - ✅ Đã lưu HMR
[2025-08-05T08:32:35.893+0000] {History_Min.py:52} INFO - ✅ Đã lưu ICG
[2025-08-05T08:32:36.362+0000] {History_Min.py:52} INFO - ✅ Đã lưu HVT
[2025-08-05T08:32:41.483+0000] {History_Min.py:52} INFO - ✅ Đã lưu HUT
[2025-08-05T08:32:43.021+0000] {History_Min.py:52} INFO - ✅ Đã lưu IDJ
[2025-08-05T08:32:45.276+0000] {History_Min.py:52} INFO - ✅ Đã lưu IDV
[2025-08-05T08:32:45.412+0000] {History_Min.py:52} INFO - ✅ Đã lưu INC
[2025-08-05T08:32:47.950+0000] {History_Min.py:52} INFO - ✅ Đã lưu INN
[2025-08-05T08:32:53.191+0000] {History_Min.py:52} INFO - ✅ Đã lưu IDC
[2025-08-05T08:32:53.579+0000] {History_Min.py:52} INFO - ✅ Đã lưu IPA
[2025-08-05T08:32:54.033+0000] {History_Min.py:52} INFO - ✅ Đã lưu ITQ
[2025-08-05T08:32:56.739+0000] {History_Min.py:52} INFO - ✅ Đã lưu KDM
[2025-08-05T08:32:57.620+0000] {History_Min.py:52} INFO - ✅ Đã lưu KHS
[2025-08-05T08:32:58.814+0000] {History_Min.py:52} INFO - ✅ Đã lưu IVS
[2025-08-05T08:32:59.202+0000] {History_Min.py:52} INFO - ✅ Đã lưu KKC
[2025-08-05T08:33:00.011+0000] {History_Min.py:52} INFO - ✅ Đã lưu KMT
[2025-08-05T08:33:01.414+0000] {History_Min.py:52} INFO - ✅ Đã lưu KSD
[2025-08-05T08:33:02.456+0000] {History_Min.py:52} INFO - ✅ Đã lưu KSF
[2025-08-05T08:33:04.239+0000] {History_Min.py:52} INFO - ✅ Đã lưu KST
[2025-08-05T08:33:04.967+0000] {History_Min.py:52} INFO - ✅ Đã lưu KSQ
[2025-08-05T08:33:07.340+0000] {History_Min.py:52} INFO - ✅ Đã lưu KTS
[2025-08-05T08:33:08.221+0000] {History_Min.py:52} INFO - ✅ Đã lưu KSV
[2025-08-05T08:33:11.687+0000] {History_Min.py:52} INFO - ✅ Đã lưu L40
[2025-08-05T08:33:12.025+0000] {History_Min.py:52} INFO - ✅ Đã lưu L14
[2025-08-05T08:33:12.644+0000] {History_Min.py:52} INFO - ✅ Đã lưu L18
[2025-08-05T08:33:14.379+0000] {History_Min.py:52} INFO - ✅ Đã lưu LBE
[2025-08-05T08:33:15.086+0000] {History_Min.py:52} INFO - ✅ Đã lưu LCD
[2025-08-05T08:33:17.961+0000] {History_Min.py:52} INFO - ✅ Đã lưu LAS
[2025-08-05T08:33:18.019+0000] {History_Min.py:52} INFO - ✅ Đã lưu LDP
[2025-08-05T08:33:18.772+0000] {History_Min.py:52} INFO - ✅ Đã lưu LHC
[2025-08-05T08:33:20.922+0000] {History_Min.py:52} INFO - ✅ Đã lưu MAC
[2025-08-05T08:33:21.380+0000] {History_Min.py:52} INFO - ✅ Đã lưu MAS
[2025-08-05T08:33:23.619+0000] {History_Min.py:52} INFO - ✅ Đã lưu LIG
[2025-08-05T08:33:26.056+0000] {History_Min.py:52} INFO - ✅ Đã lưu MCC
[2025-08-05T08:33:26.825+0000] {History_Min.py:52} INFO - ✅ Đã lưu MBG
[2025-08-05T08:33:29.079+0000] {History_Min.py:52} INFO - ✅ Đã lưu MCF
[2025-08-05T08:33:29.292+0000] {History_Min.py:52} INFO - ✅ Đã lưu MBS
[2025-08-05T08:33:30.979+0000] {History_Min.py:52} INFO - ✅ Đã lưu MCO
[2025-08-05T08:33:31.661+0000] {History_Min.py:52} INFO - ✅ Đã lưu MED
[2025-08-05T08:33:32.327+0000] {History_Min.py:52} INFO - ✅ Đã lưu MDC
[2025-08-05T08:33:33.393+0000] {History_Min.py:52} INFO - ✅ Đã lưu MEL
[2025-08-05T08:33:34.545+0000] {History_Min.py:52} INFO - ✅ Đã lưu MIC
[2025-08-05T08:33:34.828+0000] {History_Min.py:52} INFO - ✅ Đã lưu MKV
[2025-08-05T08:33:37.713+0000] {History_Min.py:52} INFO - ✅ Đã lưu MVB
[2025-08-05T08:33:40.356+0000] {History_Min.py:52} INFO - ✅ Đã lưu MST
[2025-08-05T08:33:40.402+0000] {History_Min.py:52} INFO - ✅ Đã lưu NAP
[2025-08-05T08:33:41.185+0000] {History_Min.py:52} INFO - ✅ Đã lưu NAG
[2025-08-05T08:33:42.953+0000] {History_Min.py:52} INFO - ✅ Đã lưu NBP
[2025-08-05T08:33:43.705+0000] {History_Min.py:52} INFO - ✅ Đã lưu NBW
[2025-08-05T08:33:45.516+0000] {History_Min.py:52} INFO - ✅ Đã lưu NBC
[2025-08-05T08:33:46.505+0000] {History_Min.py:52} INFO - ✅ Đã lưu NDX
[2025-08-05T08:33:48.489+0000] {History_Min.py:52} INFO - ✅ Đã lưu NDN
[2025-08-05T08:33:49.079+0000] {History_Min.py:52} INFO - ✅ Đã lưu NET
[2025-08-05T08:33:49.081+0000] {History_Min.py:52} INFO - ✅ Đã lưu NFC
[2025-08-05T08:33:50.856+0000] {History_Min.py:52} INFO - ✅ Đã lưu NHC
[2025-08-05T08:33:53.481+0000] {History_Min.py:52} INFO - ✅ Đã lưu NSH
[2025-08-05T08:33:53.904+0000] {History_Min.py:52} INFO - ✅ Đã lưu NST
[2025-08-05T08:33:55.398+0000] {History_Min.py:52} INFO - ✅ Đã lưu NRC
